wall_utc_ns,utc_iso8601,ros_now_ns,monotonic_ns,measurement_stamp_ns,measurement_stamp_sec,measurement_stamp_nanosec,f411_mcu_ms,dronecan_network_us,dronecan_gnss_us,dronecan_time_standard,timestamp_source_code,x_m,y_m,xy_source,gnss_east_m,gnss_north_m,longitude_deg,latitude_deg,altitude_m,hacc_m,fix_type,satellites,yaw_neo3_deg,yaw_neo3_source,yaw_neo3_valid,yaw_yahboom_deg,yaw_yahboom_source,yaw_yahboom_valid,yaw_inertial_deg,yaw_inertial_source,yaw_inertial_valid,yaw_gnss_heading_deg,yaw_imu_orientation_deg,gyro_z_rps,neo3_mag_norm_ut,yahboom_corrected_norm,map_yaw_from_enu_deg
1789298001870881632,2026-09-13T11:13:21.870882+00:00,1789298001870883562,25829087428631,1789298001800000000,1789298001,800000000,1242125,1789298001806828,1789298001800000,2,4,5.314265215002205,9.942224609258345,gnss_local_enu,5.314265215002205,9.942224609258345,110.4339722,-7.0531909,58.789,15.926,3,9,-120.51625767261831,neo3_calibrated_diag,1,150.9095354510387,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.7911618464187,1.262705706439872,0.0
1789298001969477384,2026-09-13T11:13:21.969477+00:00,1789298001969479202,25829186024333,1789298001800000000,1789298001,800000000,1242125,1789298001806828,1789298001800000,2,4,5.314265215002205,9.942224609258345,gnss_local_enu,5.314265215002205,9.942224609258345,110.4339722,-7.0531909,58.789,15.926,3,9,-120.48637518076,neo3_calibrated_diag,1,150.8627189753891,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.77268827129761,1.2606198025746262,0.0
1789298002070164758,2026-09-13T11:13:22.070165+00:00,1789298002070166394,25829286711724,1789298002000000000,1789298002,0,1242333,1789298002014882,1789298002000000,2,4,7.645476866228599,14.576041035614955,gnss_local_enu,7.645476866228599,14.576041035614955,110.4339933,-7.053149,63.149,15.859,3,9,-120.50299771035056,neo3_calibrated_diag,1,150.81253302308875,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.73561923831688,1.2619976172404739,0.0
1789298002171377722,2026-09-13T11:13:22.171378+00:00,1789298002171380307,25829387924686,1789298002000000000,1789298002,0,1242333,1789298002014882,1789298002000000,2,4,7.645476866228599,14.576041035614955,gnss_local_enu,7.645476866228599,14.576041035614955,110.4339933,-7.053149,63.149,15.859,3,9,-120.50923736714365,neo3_calibrated_diag,1,150.82021687854092,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.82519012418392,1.2612415039919396,0.0
1789298002270058132,2026-09-13T11:13:22.270058+00:00,1789298002270059685,25829486605103,1789298002200000000,1789298002,200000000,1242527,1789298002208164,1789298002200000,2,4,9.899353177520933,19.043975024094557,gnss_local_enu,9.899353177520933,19.043975024094557,110.4340137,-7.0531086,67.369,15.636,3,9,-120.52379257794782,neo3_calibrated_diag,1,150.87728840221962,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.78431904565503,1.2600112308811156,0.0
1789298002369831967,2026-09-13T11:13:22.369832+00:00,1789298002369833891,25829586378940,1789298002200000000,1789298002,200000000,1242527,1789298002208164,1789298002200000,2,4,9.899353177520933,19.043975024094557,gnss_local_enu,9.899353177520933,19.043975024094557,110.4340137,-7.0531086,67.369,15.636,3,9,-120.53349120704829,neo3_calibrated_diag,1,150.65965611279404,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.81934106889199,1.2611716068507577,0.0
1789298002470135072,2026-09-13T11:13:22.470135+00:00,1789298002470136821,25829686682064,1789298002400000000,1789298002,400000000,1242727,1789298002408414,1789298002400000,2,4,11.865973433593727,23.15801747710701,gnss_local_enu,11.865973433593727,23.15801747710701,110.4340315,-7.0530714,70.99,15.313,3,9,-120.47093274015714,neo3_calibrated_diag,1,150.8238242749017,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.75488560847287,1.2648516631176532,0.0
1789298002571917472,2026-09-13T11:13:22.571918+00:00,1789298002571919364,25829788464520,1789298002400000000,1789298002,400000000,1242727,1789298002408414,1789298002400000,2,4,11.865973433593727,23.15801747710701,gnss_local_enu,11.865973433593727,23.15801747710701,110.4340315,-7.0530714,70.99,15.313,3,9,-120.51221891105394,neo3_calibrated_diag,1,150.59814519992676,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.81880501520331,1.259398926969619,0.0
1789298002670515711,2026-09-13T11:13:22.670516+00:00,1789298002670518349,25829887062760,1789298002600000000,1789298002,600000000,1242927,1789298002607263,1789298002600000,2,4,13.799449985829938,27.072996408452067,gnss_local_enu,13.799449985829938,27.072996408452067,110.434049,-7.053036,74.149,14.925,3,9,-120.50046954045963,neo3_calibrated_diag,1,150.7580035929931,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.78027661005594,1.2605191100172117,0.0
1789298002771620042,2026-09-13T11:13:22.771620+00:00,1789298002771623959,25829988167259,1789298002600000000,1789298002,600000000,1242927,1789298002607263,1789298002600000,2,4,13.799449985829938,27.072996408452067,gnss_local_enu,13.799449985829938,27.072996408452067,110.434049,-7.053036,74.149,14.925,3,9,-120.53728354317057,neo3_calibrated_diag,1,150.66099117180158,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.8446907872329,1.2595153542030577,0.0
1789298002870680143,2026-09-13T11:13:22.870680+00:00,1789298002870681635,25830087227102,1789298002800000000,1789298002,800000000,1243127,1789298002807338,1789298002800000,2,4,15.732928660885902,31.098571297080692,gnss_local_enu,15.732928660885902,31.098571297080692,110.4340665,-7.0529996,77.26,14.539,3,9,-120.49551936109856,neo3_calibrated_diag,1,150.64071875639138,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.764965471193825,1.2586231562932277,0.0
1789298002971113994,2026-09-13T11:13:22.971114+00:00,1789298002971115471,25830187660989,1789298002800000000,1789298002,800000000,1243127,1789298002807338,1789298002800000,2,4,15.732928660885902,31.098571297080692,gnss_local_enu,15.732928660885902,31.098571297080692,110.4340665,-7.0529996,77.26,14.539,3,9,-120.4851787827757,neo3_calibrated_diag,1,150.75233658958078,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.80089166968371,1.2590169382673215,0.0
1789298003070097653,2026-09-13T11:13:23.070098+00:00,1789298003070099632,25830286644650,1789298003000000000,1789298003,0,1243334,1789298003015244,1789298003000000,2,4,17.688506937049176,35.32321745757359,gnss_local_enu,17.688506937049176,35.32321745757359,110.4340842,-7.0529614,80.559,14.186,3,9,-120.51147165707603,neo3_calibrated_diag,1,150.71721491653415,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.77586221528328,1.2591851066054904,0.0
1789298003170501648,2026-09-13T11:13:23.170502+00:00,1789298003170504061,25830387048758,1789298003000000000,1789298003,0,1243334,1789298003015244,1789298003000000,2,4,17.688506937049176,35.32321745757359,gnss_local_enu,17.688506937049176,35.32321745757359,110.4340842,-7.0529614,80.559,14.186,3,9,-120.55034594010155,neo3_calibrated_diag,1,150.73651061888197,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.79764124309773,1.2611318322725913,0.0
1789298003270992953,2026-09-13T11:13:23.270993+00:00,1789298003270996008,25830487540222,1789298003200000000,1789298003,200000000,1243526,1789298003207619,1789298003200000,2,4,19.61094219216568,39.492571527017546,gnss_local_enu,19.61094219216568,39.492571527017546,110.4341016,-7.0529237,83.82900000000001,13.606,3,11,-120.49534318628679,neo3_calibrated_diag,1,150.60514142094942,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.80611190472805,1.2593950609066786,0.0
1789298003370770839,2026-09-13T11:13:23.370771+00:00,1789298003370772368,25830587318014,1789298003200000000,1789298003,200000000,1243526,1789298003207619,1789298003200000,2,4,19.61094219216568,39.492571527017546,gnss_local_enu,19.61094219216568,39.492571527017546,110.4341016,-7.0529237,83.82900000000001,13.606,3,11,-120.54596182792842,neo3_calibrated_diag,1,150.68247497459285,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.79803956576048,1.258902029876178,0.0
1789298003476787405,2026-09-13T11:13:23.476788+00:00,1789298003476790236,25830693334560,1789298003400000000,1789298003,400000000,1243728,1789298003408978,1789298003400000,2,4,21.46708859997542,43.47392151201333,gnss_local_enu,21.46708859997542,43.47392151201333,110.4341184,-7.0528877,86.95,13.086,3,11,-120.48973778568907,neo3_calibrated_diag,1,150.7514098601811,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.759321720917185,1.2600708870619872,0.0
1789298003570990518,2026-09-13T11:13:23.570991+00:00,1789298003570992972,25830787537892,1789298003400000000,1789298003,400000000,1243728,1789298003408978,1789298003400000,2,4,21.46708859997542,43.47392151201333,gnss_local_enu,21.46708859997542,43.47392151201333,110.4341184,-7.0528877,86.95,13.086,3,11,-120.511086306906,neo3_calibrated_diag,1,150.79488027422713,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.782736107832086,1.2583941665053082,0.0
1789298003670748059,2026-09-13T11:13:23.670748+00:00,1789298003670750347,25830887295310,1789298003600000000,1789298003,600000000,1243928,1789298003609040,1789298003600000,2,4,22.8702486196112,46.57052982754371,gnss_local_enu,22.8702486196112,46.57052982754371,110.4341311,-7.0528597,89.39,12.505,3,11,-120.51586024504608,neo3_calibrated_diag,1,150.75853592628937,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.77546281550207,1.2599168548229476,0.0
1789298003771046602,2026-09-13T11:13:23.771047+00:00,1789298003771049523,25830987593806,1789298003600000000,1789298003,600000000,1243928,1789298003609040,1789298003600000,2,4,22.8702486196112,46.57052982754371,gnss_local_enu,22.8702486196112,46.57052982754371,110.4341311,-7.0528597,89.39,12.505,3,11,-120.5307393253727,neo3_calibrated_diag,1,150.75127759680444,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.841550918747096,1.2602214512014964,0.0
1789298003870945979,2026-09-13T11:13:23.870946+00:00,1789298003870947708,25831087492975,1789298003800000000,1789298003,800000000,1244127,1789298003807976,1789298003800000,2,4,24.196070425095293,49.50125088881632,gnss_local_enu,24.196070425095293,49.50125088881632,110.4341431,-7.0528332,91.74,12.099,3,10,-120.51964565985777,neo3_calibrated_diag,1,150.6389341154072,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.800435298684754,1.2608816963387268,0.0
1789298003969556978,2026-09-13T11:13:23.969557+00:00,1789298003969558748,25831186103946,1789298003800000000,1789298003,800000000,1244127,1789298003807976,1789298003800000,2,4,24.196070425095293,49.50125088881632,gnss_local_enu,24.196070425095293,49.50125088881632,110.4341431,-7.0528332,91.74,12.099,3,10,-120.55776637417557,neo3_calibrated_diag,1,150.6741210457322,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.84139720715117,1.260561940744066,0.0
1789298004069558172,2026-09-13T11:13:24.069558+00:00,1789298004069560045,25831286105173,1789298004000000000,1789298004,0,1244333,1789298004014585,1789298004000000,2,4,25.378262159317845,51.901126852622994,gnss_local_enu,25.378262159317845,51.901126852622994,110.4341538,-7.0528115,93.78,11.646,3,10,-120.48345074208365,neo3_calibrated_diag,1,150.61005956090148,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.7314390214851,1.2621014835383697,0.0
1789298004170115555,2026-09-13T11:13:24.170115+00:00,1789298004170118685,25831386662722,1789298004000000000,1789298004,0,1244333,1789298004014585,1789298004000000,2,4,25.378262159317845,51.901126852622994,gnss_local_enu,25.378262159317845,51.901126852622994,110.4341538,-7.0528115,93.78,11.646,3,10,-120.55920935422283,neo3_calibrated_diag,1,150.81225435053386,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.79473833221089,1.2622987393624545,0.0
1789298004269572283,2026-09-13T11:13:24.269572+00:00,1789298004269573898,25831486119296,1789298004200000000,1789298004,200000000,1244526,1789298004207460,1789298004200000,2,4,26.328436110467266,54.12405350848685,gnss_local_enu,26.328436110467266,54.12405350848685,110.4341624,-7.0527914,95.511,11.239,3,10,-120.46244444433657,neo3_calibrated_diag,1,150.77829788239634,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.72378942104855,1.2612616243038994,0.0
1789298004369542190,2026-09-13T11:13:24.369542+00:00,1789298004369543821,25831586089176,1789298004200000000,1789298004,200000000,1244526,1789298004207460,1789298004200000,2,4,26.328436110467266,54.12405350848685,gnss_local_enu,26.328436110467266,54.12405350848685,110.4341624,-7.0527914,95.511,11.239,3,10,-120.52474844059489,neo3_calibrated_diag,1,150.65339235113092,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.847945880871585,1.2602719189770644,0.0
1789298004469561637,2026-09-13T11:13:24.469562+00:00,1789298004469563260,25831686108630,1789298004400000000,1789298004,400000000,1244727,1789298004408648,1789298004400000,2,4,27.03554354766169,55.937786140299025,gnss_local_enu,27.03554354766169,55.937786140299025,110.4341688,-7.052775,96.98100000000001,10.796,3,10,-120.5038141683887,neo3_calibrated_diag,1,150.66099117180158,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.741930231757195,1.2595153542030577,0.0
1789298004569576336,2026-09-13T11:13:24.569577+00:00,1789298004569578009,25831786123376,1789298004400000000,1789298004,400000000,1244727,1789298004408648,1789298004400000,2,4,27.03554354766169,55.937786140299025,gnss_local_enu,27.03554354766169,55.937786140299025,110.4341688,-7.052775,96.98100000000001,10.796,3,10,-120.49833189256856,neo3_calibrated_diag,1,150.7663342111524,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.79968632027109,1.259010024348182,0.0
1789298004670123749,2026-09-13T11:13:24.670124+00:00,1789298004670125820,25831886670781,1789298004600000000,1789298004,600000000,1244926,1789298004607559,1789298004600000,2,4,27.720553788043546,57.54139223701077,gnss_local_enu,27.720553788043546,57.54139223701077,110.434175,-7.0527605,98.321,10.359,3,10,-120.53001146896857,neo3_calibrated_diag,1,150.78006035034392,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.787168039032444,1.259304308470892,0.0
1789298004769581675,2026-09-13T11:13:24.769582+00:00,1789298004769583327,25831986128677,1789298004600000000,1789298004,600000000,1244926,1789298004607559,1789298004600000,2,4,27.720553788043546,57.54139223701077,gnss_local_enu,27.720553788043546,57.54139223701077,110.434175,-7.0527605,98.321,10.359,3,10,-120.53078700285279,neo3_calibrated_diag,1,150.77897510693072,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.81866038857825,1.260508810385591,0.0
1789298004869563504,2026-09-13T11:13:24.869563+00:00,1789298004869565141,25832086110499,1789298004800000000,1789298004,800000000,1245127,1789298004808038,1789298004800000,2,4,28.394516163830858,59.200295852815195,gnss_local_enu,28.394516163830858,59.200295852815195,110.4341811,-7.0527455,99.711,9.978,3,10,-120.52820550272223,neo3_calibrated_diag,1,150.69609612059892,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.818158675571276,1.2593464537889523,0.0
1789298004969566021,2026-09-13T11:13:24.969566+00:00,1789298004969567609,25832186113034,1789298004800000000,1789298004,800000000,1245127,1789298004808038,1789298004800000,2,4,28.394516163830858,59.200295852815195,gnss_local_enu,28.394516163830858,59.200295852815195,110.4341811,-7.0527455,99.711,9.978,3,10,-120.56685621890709,neo3_calibrated_diag,1,150.76512793060337,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.80574572448073,1.2603650952082672,0.0
1789298005069567440,2026-09-13T11:13:25.069567+00:00,1789298005069569137,25832286114434,1789298005000000000,1789298005,0,1245333,1789298005014676,1789298005000000,2,4,29.1016244064693,60.92555612531073,gnss_local_enu,29.1016244064693,60.92555612531073,110.4341875,-7.0527299,101.131,9.647,3,10,-120.50660946967874,neo3_calibrated_diag,1,150.72279421543928,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.726238861411616,1.2608377698207964,0.0
1789298005170127273,2026-09-13T11:13:25.170127+00:00,1789298005170129459,25832386674361,1789298005000000000,1789298005,0,1245333,1789298005014676,1789298005000000,2,4,29.1016244064693,60.92555612531073,gnss_local_enu,29.1016244064693,60.92555612531073,110.4341875,-7.0527299,101.131,9.647,3,10,-120.53810224770552,neo3_calibrated_diag,1,150.72926459949252,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.83030715926399,1.2614364879238609,0.0
1789298005269585265,2026-09-13T11:13:25.269585+00:00,1789298005269587473,25832486132274,1789298005200000000,1789298005,200000000,1245527,1789298005207102,1789298005200000,2,4,29.852926976115448,62.650817431586304,gnss_local_enu,29.852926976115448,62.650817431586304,110.4341943,-7.0527143,102.581,9.364,3,10,-120.5291976815584,neo3_calibrated_diag,1,150.73533837653244,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.774264591602275,1.262486916290831,0.0
1789298005369558897,2026-09-13T11:13:25.369559+00:00,1789298005369560446,25832586105881,1789298005200000000,1789298005,200000000,1245527,1789298005207102,1789298005200000,2,4,29.852926976115448,62.650817431586304,gnss_local_enu,29.852926976115448,62.650817431586304,110.4341943,-7.0527143,102.581,9.364,3,10,-120.48996144765555,neo3_calibrated_diag,1,150.67424405642618,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.80497789968475,1.2604113729499926,0.0
1789298005469567746,2026-09-13T11:13:25.469568+00:00,1789298005469569458,25832686114802,1789298005400000000,1789298005,400000000,1245729,1789298005410838,1789298005400000,2,4,30.615278046805518,64.2654860777066,gnss_local_enu,30.615278046805518,64.2654860777066,110.4342012,-7.0526997,103.97200000000001,9.107,3,10,-120.53858630887342,neo3_calibrated_diag,1,150.75207165146688,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.80487539061876,1.2593180664618637,0.0
1789298005569557193,2026-09-13T11:13:25.569557+00:00,1789298005569558748,25832786104197,1789298005400000000,1789298005,400000000,1245729,1789298005410838,1789298005400000,2,4,30.615278046805518,64.2654860777066,gnss_local_enu,30.615278046805518,64.2654860777066,110.4342012,-7.0526997,103.97200000000001,9.107,3,10,-120.54626265237526,neo3_calibrated_diag,1,150.71593361434293,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.83654021559631,1.2606907647951469,0.0
1789298005670130849,2026-09-13T11:13:25.670131+00:00,1789298005670133199,25832886677893,1789298005600000000,1789298005,600000000,1245927,1789298005608685,1789298005600000,2,4,31.233998252715267,65.69214524787732,gnss_local_enu,31.233998252715267,65.69214524787732,110.4342068,-7.0526868,105.131,8.832,3,10,-120.48136742697434,neo3_calibrated_diag,1,150.8063824496083,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.77584267075986,1.2610975768831323,0.0
1789298005769579733,2026-09-13T11:13:25.769580+00:00,1789298005769581637,25832986126721,1789298005600000000,1789298005,600000000,1245927,1789298005608685,1789298005600000,2,4,31.233998252715267,65.69214524787732,gnss_local_enu,31.233998252715267,65.69214524787732,110.4342068,-7.0526868,105.131,8.832,3,10,-120.4641004234949,neo3_calibrated_diag,1,150.7925448632914,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.781755999837124,1.2609537208552029,0.0
1789298005869583567,2026-09-13T11:13:25.869584+00:00,1789298005869585411,25833086130574,1789298005800000000,1789298005,800000000,1246126,1789298005807624,1789298005800000,2,4,31.664893449583726,66.77596462624342,gnss_local_enu,31.664893449583726,66.77596462624342,110.4342107,-7.052677,106.051,8.518,3,10,-120.48907282285387,neo3_calibrated_diag,1,150.84032024506774,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.76208835922773,1.2621350459915188,0.0
1789298005969592564,2026-09-13T11:13:25.969593+00:00,1789298005969594455,25833186139614,1789298005800000000,1789298005,800000000,1246126,1789298005807624,1789298005800000,2,4,31.664893449583726,66.77596462624342,gnss_local_enu,31.664893449583726,66.77596462624342,110.4342107,-7.052677,106.051,8.518,3,10,-120.55697462181925,neo3_calibrated_diag,1,150.70818194966787,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.8391496592416,1.2615977406117378,0.0
1789298006069598404,2026-09-13T11:13:26.069598+00:00,1789298006069600316,25833286145443,1789298006000000000,1789298006,0,1246333,1789298006014150,1789298006000000,2,4,31.97425509066626,67.79342748343709,gnss_local_enu,31.97425509066626,67.79342748343709,110.4342135,-7.0526678,106.861,8.299,3,9,-120.51347639609105,neo3_calibrated_diag,1,150.74284190318883,yahboom_calibrated_diag,0,-120.51042904484102,logger_gyro_integral:neo3_diag,1,nan,-159.697265625,0.0,42.68149211687074,1.261881147855905,0.0
