source_mode,sample_seq,wall_utc_ns,utc_iso8601,ros_now_ns,monotonic_ns,measurement_stamp_ns,measurement_stamp_sec,measurement_stamp_nanosec,f411_mcu_ms,dronecan_network_us,dronecan_gnss_us,dronecan_time_standard,timestamp_source_code,x_m,y_m,xy_source,gnss_east_m,gnss_north_m,longitude_deg,latitude_deg,altitude_m,hacc_m,vacc_m,fix_type,fix_valid,satellites,satellites_visible,gnss_ground_speed_mps,gnss_course_deg,gnss_vel_n_mps,gnss_vel_e_mps,gnss_vel_d_mps,gnss_sacc_mps,gnss_course_acc_deg,gnss_pdop,gnss_rate_hz,yaw_neo3_deg,yaw_neo3_source,yaw_neo3_valid,neo3_mag_x_ut,neo3_mag_y_ut,neo3_mag_z_ut,neo3_mag_norm_ut,neo3_node_id,yaw_yahboom_deg,yaw_yahboom_source,yaw_yahboom_valid,yah_mag_raw_x_lsb,yah_mag_raw_y_lsb,yah_mag_raw_z_lsb,yah_mag_corrected_x,yah_mag_corrected_y,yahboom_corrected_norm,yaw_inertial_deg,yaw_inertial_source,yaw_inertial_valid,gyro_integrated_yaw_deg,yaw_gnss_heading_deg,yaw_imu_orientation_deg,map_yaw_from_enu_deg,imu_acc_raw_x,imu_acc_raw_y,imu_acc_raw_z,imu_acc_x_mps2,imu_acc_y_mps2,imu_acc_z_mps2,imu_acc_norm_mps2,imu_gyro_raw_x,imu_gyro_raw_y,imu_gyro_raw_z,imu_gyro_x_dps,imu_gyro_y_dps,imu_gyro_z_dps,imu_gyro_x_rps,imu_gyro_y_rps,imu_gyro_z_rps,gyro_z_rps,imu_angle_raw_roll,imu_angle_raw_pitch,imu_angle_raw_yaw,imu_roll_deg,imu_pitch_deg,imu_accgyro_yaw_deg,baro_pressure_pa,baro_temperature_k,neo3_crc_ok,yahboom_checksum_ok,bad_neo3_crc,bad_yahboom_checksum,f4_line_count,gnss_count,neo3_mag_count,imu_acc_count,imu_gyro_count,imu_angle_count,imu_mag_count,raw_message_count,raw_reference
DIRECT_SERIAL,1,1789355958843284349,2026-09-14T03:19:18.843284+00:00,-1,24939045474503,1789355958843284349,1789355958,843284349,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.4083251615033,yahboom_calibrated_direct,0,3164,2934,2822,0.013678414965045838,0.5450143117138865,0.5451859306777068,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,0,0,1,1,3,F4line=0;YAH=2
DIRECT_SERIAL,2,1789355958902198030,2026-09-14T03:19:18.902198+00:00,-1,24939104388932,1789355958902198030,1789355958,902198030,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.29548067964683,yahboom_calibrated_direct,0,3171,2936,2767,0.014743181145490038,0.5453376046647128,0.5455368589304809,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-208,-63,2036,-0.9959878906249999,-0.3016694091796875,9.749189160156249,9.804574727708212,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,2,2,3,3,11,F4line=0;YAH=10
DIRECT_SERIAL,3,1789355958962051690,2026-09-14T03:19:18.962052+00:00,-1,24939164242576,1789355958962051690,1789355958,962051690,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.16757703980898,yahboom_calibrated_direct,0,3179,2945,2770,0.01598132860891879,0.5467179715432073,0.5469514999270279,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-203,-63,2034,-0.9720458740234375,-0.3016694091796875,9.739612353515625,9.792646547813057,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,5,5,6,6,23,F4line=0;YAH=22
DIRECT_SERIAL,4,1789355959021913771,2026-09-14T03:19:19.021914+00:00,-1,24939224104538,1789355959021913771,1789355959,21913771,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.10498577873852,yahboom_calibrated_direct,0,3183,2957,2794,0.016624163425810988,0.5485373397499311,0.5487891907732325,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-209,-63,2033,-1.0007762939453124,-0.3016694091796875,9.734823950195311,9.790779078513312,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,8,8,9,9,35,F4line=0;YAH=34
DIRECT_SERIAL,5,1789355959081772732,2026-09-14T03:19:19.081773+00:00,-1,24939283963531,1789355959081772732,1789355959,81772732,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.36128615417618,yahboom_calibrated_direct,0,3167,2952,2772,0.014189054379928375,0.5477338595899008,0.5479176126074483,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-212,-63,2038,-1.01514150390625,-0.3016694091796875,9.758765966796874,9.816059795055285,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,11,11,12,12,47,F4line=0;YAH=46
DIRECT_SERIAL,6,1789355959141618469,2026-09-14T03:19:19.141618+00:00,-1,24939343809184,1789355959141618469,1789355959,141618469,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.32906324054076,yahboom_calibrated_direct,0,3169,2951,2850,0.014488294775541841,0.5475896379102848,0.5477812722540082,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-214,-66,2037,-1.024718310546875,-0.316034619140625,9.753977563476562,9.812747006076819,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,14,14,15,15,59,F4line=0;YAH=58
DIRECT_SERIAL,7,1789355959201523475,2026-09-14T03:19:19.201524+00:00,-1,24939403716200,1789355959201523475,1789355959,201523475,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.18265430071003,yahboom_calibrated_direct,0,3178,2937,2855,0.015804779181243858,0.5455103396465423,0.5457392433262004,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-204,-66,2036,-0.97683427734375,-0.316034619140625,9.749189160156249,9.803100140588034,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,17,17,18,18,71,F4line=0;YAH=70
DIRECT_SERIAL,8,1789355959261405416,2026-09-14T03:19:19.261405+00:00,-1,24939463596694,1789355959261405416,1789355959,261405416,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.11828199950358,yahboom_calibrated_direct,0,3182,2938,2836,0.016412764406541918,0.5456735701943006,0.5459203458784615,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-205,-61,2031,-0.9816226806640624,-0.2920926025390625,9.725247143554688,9.779025165059693,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,20,20,21,21,83,F4line=0;YAH=82
DIRECT_SERIAL,9,1789355959321286639,2026-09-14T03:19:19.321287+00:00,-1,24939523478168,1789355959321286639,1789355959,321286639,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.32775710840215,yahboom_calibrated_direct,0,3169,2936,2863,0.014440772605186196,0.5453312683753321,0.5455224360017498,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-209,-64,2033,-1.0007762939453124,-0.3064578125,9.734823950195311,9.790927786612535,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,23,23,24,24,95,F4line=0;YAH=94
DIRECT_SERIAL,10,1789355959381167737,2026-09-14T03:19:19.381168+00:00,-1,24939583358959,1789355959381167737,1789355959,381167737,-1,-1,-1,-1,3,nan,nan,gnss_stale,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_stale,0,nan,nan,nan,nan,-1,149.52117824371854,yahboom_calibrated_direct,0,3157,2928,2865,0.012600976205840138,0.5440887868870727,0.5442346852393612,nan,none:gyro_integral,0,nan,nan,117.3504638671875,0.0,-210,-63,2037,-1.005564697265625,-0.3016694091796875,9.753977563476562,9.81031309906192,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327,1066,21363,-1.7962646484375,5.855712890625,117.3504638671875,nan,nan,,1,0,0,0,0,0,26,26,27,27,108,F4line=0;YAH=106
